signer0_sample1331,0
signer0_sample1332,18
signer0_sample1335,31
signer0_sample1340,2
signer0_sample1342,25
signer0_sample1343,39
signer0_sample1345,5
signer0_sample1348,38
signer2_sample1,28
signer2_sample3,18
signer2_sample9,33
signer2_sample11,30
signer2_sample15,36
signer2_sample19,7
signer2_sample24,16
signer2_sample34,25
signer2_sample41,17
signer2_sample44,48
signer2_sample47,17
signer2_sample49,45
signer2_sample63,47
signer2_sample66,42
signer2_sample74,48
signer2_sample76,2
signer2_sample77,24
signer2_sample83,6
signer2_sample91,24
signer2_sample100,4
signer2_sample101,9
signer2_sample106,22
signer2_sample111,13
signer2_sample117,22
signer2_sample118,33
signer2_sample130,36
signer2_sample140,48
signer2_sample145,4
signer2_sample148,30
signer2_sample154,40
signer2_sample155,13
signer2_sample165,27
signer2_sample166,31
signer2_sample170,14
signer2_sample174,35
signer2_sample180,16
signer2_sample181,18
signer2_sample188,0
signer2_sample191,2
signer2_sample192,38
signer2_sample194,34
signer2_sample204,12
signer2_sample205,2
signer2_sample206,21
signer2_sample210,34
signer2_sample215,25
signer2_sample216,5
signer2_sample220,44
signer2_sample226,49
signer2_sample228,32
signer2_sample230,10
signer2_sample232,24
signer2_sample236,42
signer2_sample244,47
signer2_sample250,8
signer2_sample252,11
signer2_sample257,46
signer2_sample264,43
signer2_sample265,9
signer2_sample266,1
signer2_sample277,40
signer2_sample278,26
signer2_sample280,45
signer2_sample295,41
signer2_sample297,0
signer2_sample303,29
signer2_sample316,37
signer2_sample322,35
signer2_sample330,17
signer2_sample333,24
signer2_sample344,4
signer2_sample347,29
signer2_sample349,37
signer2_sample359,26
signer2_sample369,15
signer2_sample375,37
signer2_sample376,11
signer2_sample377,18
signer2_sample385,33
signer2_sample388,38
signer2_sample396,17
signer2_sample401,47
signer2_sample408,49
signer2_sample410,28
signer2_sample417,32
signer2_sample422,42
signer2_sample427,38
signer2_sample438,41
signer2_sample442,4
signer2_sample444,20
signer2_sample445,19
signer2_sample447,16
signer2_sample450,47
signer2_sample454,25
signer2_sample457,28
signer2_sample464,35
signer2_sample471,25
signer2_sample472,9
signer2_sample477,39
signer2_sample479,37
signer2_sample481,27
signer2_sample482,7
signer2_sample488,6
signer2_sample491,13
signer2_sample495,44
signer2_sample499,1
signer2_sample501,17
signer2_sample505,24
signer2_sample508,49
signer2_sample514,22
signer2_sample521,31
signer2_sample527,45
signer2_sample528,16
signer2_sample531,6
signer2_sample533,19
signer2_sample534,20
signer2_sample535,20
signer2_sample541,49
signer2_sample546,31
signer2_sample554,11
signer2_sample556,2
signer2_sample564,33
signer2_sample565,19
signer2_sample569,22
signer2_sample571,3
signer2_sample576,42
signer2_sample579,7
signer2_sample583,40
signer2_sample587,7
signer2_sample589,16
signer2_sample591,28
signer2_sample595,14
signer2_sample599,10
signer2_sample603,11
signer2_sample609,19
signer2_sample611,27
signer2_sample612,0
signer2_sample622,26
signer2_sample628,1
signer2_sample634,14
signer2_sample635,36
signer2_sample636,41
signer2_sample641,12
signer2_sample642,46
signer2_sample644,28
signer2_sample652,29
signer2_sample656,36
signer2_sample672,13
signer2_sample673,47
signer2_sample674,45
signer2_sample683,43
signer2_sample690,44
signer2_sample696,49
signer2_sample698,5
signer2_sample700,33
signer2_sample703,19
signer2_sample706,5
signer2_sample714,4
signer2_sample715,44
signer2_sample716,6
signer2_sample717,4
signer2_sample718,0
signer2_sample724,7
signer2_sample727,12
signer2_sample729,11
signer2_sample734,9
signer2_sample739,23
signer2_sample740,31
signer2_sample744,1
signer2_sample747,39
signer2_sample753,37
signer2_sample756,13
signer2_sample758,40
signer2_sample764,10
signer2_sample765,27
signer2_sample769,34
signer2_sample774,22
signer2_sample781,39
signer2_sample782,9
signer2_sample784,28
signer2_sample787,5
signer2_sample791,8
signer2_sample804,36
signer2_sample813,5
signer2_sample814,15
signer2_sample815,8
signer2_sample818,21
signer2_sample845,39
signer2_sample848,12
signer2_sample849,8
signer2_sample855,8
signer2_sample856,17
signer2_sample858,12
signer2_sample860,21
signer2_sample861,31
signer2_sample890,29
signer2_sample901,26
signer2_sample904,35
signer2_sample909,21
signer2_sample913,10
signer2_sample927,38
signer2_sample929,41
signer2_sample930,14
signer2_sample934,44
signer2_sample937,34
signer2_sample940,3
signer2_sample941,27
signer2_sample946,8
signer2_sample952,49
signer2_sample953,6
signer2_sample955,39
signer2_sample957,20
signer2_sample960,45
signer2_sample962,15
signer2_sample967,35
signer2_sample969,41
signer2_sample971,33
signer2_sample972,9
signer2_sample979,44
signer2_sample981,22
signer2_sample988,15
signer2_sample993,15
signer2_sample994,5
signer2_sample1005,40
signer2_sample1006,23
signer2_sample1007,32
signer2_sample1008,41
signer2_sample1009,2
signer2_sample1015,46
signer2_sample1025,15
signer2_sample1031,3
signer2_sample1033,20
signer2_sample1034,46
signer2_sample1041,45
signer2_sample1050,29
signer2_sample1056,1
signer2_sample1063,30
signer2_sample1066,43
signer2_sample1068,32
signer2_sample1070,38
signer2_sample1071,46
signer2_sample1073,3
signer2_sample1080,48
signer2_sample1081,3
signer2_sample1084,46
signer2_sample1095,3
signer2_sample1101,7
signer2_sample1102,39
signer2_sample1112,10
signer2_sample1113,36
signer2_sample1119,21
signer2_sample1139,30
signer2_sample1144,0
signer2_sample1149,14
signer2_sample1151,14
signer2_sample1156,47
signer2_sample1163,31
signer2_sample1166,26
signer2_sample1172,34
signer2_sample1176,27
signer2_sample1177,23
signer2_sample1179,23
signer2_sample1183,23
signer2_sample1191,13
signer2_sample1199,20
signer2_sample1201,1
signer2_sample1205,11
signer2_sample1208,18
signer2_sample1212,19
signer2_sample1214,43
signer2_sample1218,30
signer2_sample1219,23
signer2_sample1228,18
signer2_sample1231,35
signer2_sample1236,25
signer2_sample1251,21
signer2_sample1256,12
signer2_sample1257,38
signer2_sample1260,34
signer2_sample1263,2
signer2_sample1265,32
signer2_sample1272,42
signer2_sample1280,16
signer2_sample1282,30
signer2_sample1284,43
signer2_sample1285,40
signer2_sample1286,32
signer2_sample1288,0
signer2_sample1291,25
signer2_sample1299,26
signer2_sample1303,48
signer2_sample1305,6
signer2_sample1318,18
signer2_sample1319,48
signer2_sample1320,43
signer2_sample1326,42
signer2_sample1327,24
signer2_sample1334,29
signer2_sample1346,10
signer2_sample1349,37
signer3_sample3,24
signer3_sample11,44
signer3_sample29,16
signer3_sample30,31
signer3_sample31,30
signer3_sample34,38
signer3_sample40,35
signer3_sample43,22
signer3_sample52,49
signer3_sample53,43
signer3_sample54,44
signer3_sample57,6
signer3_sample61,45
signer3_sample62,29
signer3_sample64,17
signer3_sample67,6
signer3_sample70,36
signer3_sample74,13
signer3_sample78,32
signer3_sample93,14
signer3_sample95,22
signer3_sample102,23
signer3_sample105,17
signer3_sample111,16
signer3_sample112,33
signer3_sample114,36
signer3_sample119,32
signer3_sample129,23
signer3_sample130,38
signer3_sample134,39
signer3_sample140,26
signer3_sample147,49
signer3_sample154,46
signer3_sample155,48
signer3_sample157,48
signer3_sample168,9
signer3_sample170,19
signer3_sample175,20
signer3_sample183,12
signer3_sample194,34
signer3_sample195,7
signer3_sample199,45
signer3_sample206,26
signer3_sample218,5
signer3_sample225,2
signer3_sample229,47
signer3_sample242,7
signer3_sample244,15
signer3_sample248,14
signer3_sample252,15
signer3_sample256,49
signer3_sample259,35
signer3_sample260,46
signer3_sample266,44
signer3_sample275,47
signer3_sample276,5
signer3_sample280,26
signer3_sample283,13
signer3_sample284,13
signer3_sample287,10
signer3_sample288,33
signer3_sample291,22
signer3_sample295,28
signer3_sample296,11
signer3_sample299,1
signer3_sample300,1
signer3_sample302,0
signer3_sample304,8
signer3_sample308,41
signer3_sample321,48
signer3_sample327,15
signer3_sample333,6
signer3_sample334,18
signer3_sample336,21
signer3_sample344,23
signer3_sample347,35
signer3_sample353,30
signer3_sample354,46
signer3_sample357,19
signer3_sample364,24
signer3_sample369,14
signer3_sample389,29
signer3_sample395,8
signer3_sample402,4
signer3_sample405,41
signer3_sample409,43
signer3_sample411,11
signer3_sample414,25
signer3_sample418,42
signer3_sample422,3
signer3_sample424,9
signer3_sample426,34
signer3_sample430,4
signer3_sample435,37
signer3_sample437,25
signer3_sample444,34
signer3_sample445,28
signer3_sample447,7
signer3_sample450,40
signer3_sample451,37
signer3_sample468,4
signer3_sample470,2
signer3_sample475,20
signer3_sample477,31
signer3_sample488,47
signer3_sample496,20
signer3_sample500,43
signer3_sample501,30
signer3_sample506,33
signer3_sample511,27
signer3_sample512,24
signer3_sample514,9
signer3_sample515,29
signer3_sample517,39
signer3_sample519,28
signer3_sample525,45
signer3_sample530,39
signer3_sample536,3
signer3_sample537,40
signer3_sample545,8
signer3_sample553,16
signer3_sample565,38
signer3_sample572,21
signer3_sample581,27
signer3_sample586,40
signer3_sample587,10
signer3_sample589,18
signer3_sample592,31
signer3_sample593,12
signer3_sample595,0
signer3_sample597,41
signer3_sample598,25
signer3_sample612,2
signer3_sample618,0
signer3_sample623,42
signer3_sample634,1
signer3_sample636,18
signer3_sample638,17
signer3_sample640,42
signer3_sample643,19
signer3_sample644,32
signer3_sample645,36
signer3_sample646,5
signer3_sample654,3
signer3_sample659,10
signer3_sample661,21
signer3_sample663,11
signer3_sample664,37
signer3_sample665,27
signer3_sample672,12
signer4_sample1,29
signer4_sample4,13
signer4_sample9,8
signer4_sample13,47
signer4_sample25,39
signer4_sample34,25
signer4_sample35,19
signer4_sample37,16
signer4_sample53,20
signer4_sample57,42
signer4_sample58,0
signer4_sample62,8
signer4_sample63,32
signer4_sample67,32
signer4_sample72,35
signer4_sample81,41
signer4_sample87,23
signer4_sample89,6
signer4_sample92,2
signer4_sample93,9
signer4_sample98,29
signer4_sample104,16
signer4_sample113,25
signer4_sample122,40
signer4_sample124,6
signer4_sample126,27
signer4_sample128,35
signer4_sample129,18
signer4_sample134,24
signer4_sample138,47
signer4_sample139,31
signer4_sample145,33
signer4_sample146,26
signer4_sample147,36
signer4_sample149,8
signer4_sample152,22
signer4_sample154,32
signer4_sample157,30
signer4_sample158,46
signer4_sample162,14
signer4_sample178,15
signer4_sample185,38
signer4_sample189,15
signer4_sample196,42
signer4_sample205,49
signer4_sample214,48
signer4_sample216,11
signer4_sample223,43
signer4_sample231,3
signer4_sample235,48
signer4_sample240,34
signer4_sample255,48
signer4_sample263,14
signer4_sample265,44
signer4_sample270,49
signer4_sample272,21
signer4_sample277,43
signer4_sample281,11
signer4_sample285,39
signer4_sample289,33
signer4_sample295,12
signer4_sample300,7
signer4_sample302,22
signer4_sample307,19
signer4_sample310,34
signer4_sample312,7
signer4_sample318,37
signer4_sample323,13
signer4_sample328,38
signer4_sample333,36
signer4_sample336,2
signer4_sample337,21
signer4_sample345,18
signer4_sample346,20
signer4_sample347,5
signer4_sample358,28
signer4_sample361,47
signer4_sample364,18
signer4_sample365,15
signer4_sample368,40
signer4_sample371,30
signer4_sample375,37
signer4_sample377,11
signer4_sample381,43
signer4_sample383,19
signer4_sample389,6
signer4_sample390,46
signer4_sample391,27
signer4_sample395,44
signer4_sample399,38
signer4_sample408,1
signer4_sample411,20
signer4_sample415,9
signer4_sample429,17
signer4_sample431,45
signer4_sample435,37
signer4_sample439,12
signer4_sample442,30
signer4_sample447,45
signer4_sample448,24
signer4_sample449,41
signer4_sample450,5
signer4_sample453,26
signer4_sample465,22
signer4_sample476,45
signer4_sample482,14
signer4_sample485,40
signer4_sample489,31
signer4_sample494,9
signer4_sample506,4
signer4_sample508,17
signer4_sample509,26
signer4_sample511,4
signer4_sample521,10
signer4_sample523,39
signer4_sample529,17
signer4_sample530,7
signer4_sample536,29
signer4_sample543,4
signer4_sample546,13
signer4_sample552,23
signer4_sample556,36
signer4_sample559,16
signer4_sample566,10
signer4_sample570,12
signer4_sample572,21
signer4_sample577,34
signer4_sample581,10
signer4_sample584,49
signer4_sample588,24
signer4_sample589,1
signer4_sample597,46
signer4_sample601,28
signer4_sample605,31
signer4_sample606,27
signer4_sample612,23
signer4_sample614,42
signer4_sample615,0
signer4_sample622,5
signer4_sample623,25
signer4_sample624,41
signer4_sample627,28
signer4_sample628,33
signer4_sample651,1
signer4_sample652,35
signer4_sample658,0
signer4_sample664,3
signer4_sample666,2
signer4_sample669,3
signer4_sample672,44
signer5_sample1,10
signer5_sample9,29
signer5_sample11,12
signer5_sample12,32
signer5_sample17,20
signer5_sample18,48
signer5_sample19,42
signer5_sample22,23
signer5_sample26,27
signer5_sample28,10
signer5_sample30,31
signer5_sample37,19
signer5_sample39,2
signer5_sample41,49
signer5_sample42,46
signer5_sample58,4
signer5_sample62,18
signer5_sample63,38
signer5_sample65,3
signer5_sample77,42
signer5_sample79,18
signer5_sample85,0
signer5_sample89,14
signer5_sample94,16
signer5_sample95,8
signer5_sample96,5
signer5_sample101,0
signer5_sample106,26
signer5_sample112,45
signer5_sample113,1
signer5_sample116,30
signer5_sample121,19
signer5_sample122,24
signer5_sample124,21
signer5_sample127,39
signer5_sample131,32
signer5_sample137,40
signer5_sample142,40
signer5_sample146,18
signer5_sample150,24
signer5_sample151,36
signer5_sample161,37
signer5_sample164,31
signer5_sample175,16
signer5_sample176,9
signer5_sample177,9
signer5_sample186,26
signer5_sample195,31
signer5_sample196,43
signer5_sample198,13
signer5_sample207,23
signer5_sample211,4
signer5_sample214,9
signer5_sample216,7
signer5_sample230,30
signer5_sample233,20
signer5_sample248,5
signer5_sample260,32
signer5_sample262,24
signer5_sample272,36
signer5_sample275,47
signer5_sample286,39
signer5_sample287,11
signer5_sample308,0
signer5_sample312,46
signer5_sample316,25
signer5_sample320,11
signer5_sample329,47
signer5_sample337,14
signer5_sample342,35
signer5_sample350,15
signer5_sample356,22
signer5_sample358,1
signer5_sample366,41
signer5_sample367,15
signer5_sample372,41
signer5_sample373,30
signer5_sample378,41
signer5_sample380,45
signer5_sample387,8
signer5_sample392,13
signer5_sample395,29
signer5_sample396,2
signer5_sample401,12
signer5_sample403,21
signer5_sample407,19
signer5_sample408,22
signer5_sample412,25
signer5_sample415,20
signer5_sample419,16
signer5_sample427,27
signer5_sample433,25
signer5_sample439,21
signer5_sample442,6
signer5_sample450,2
signer5_sample451,23
signer5_sample452,26
signer5_sample453,46
signer5_sample465,6
signer5_sample469,17
signer5_sample470,7
signer5_sample473,15
signer5_sample479,7
signer5_sample481,14
signer5_sample482,35
signer5_sample483,11
signer5_sample495,33
signer5_sample500,34
signer5_sample505,29
signer5_sample508,8
signer5_sample515,10
signer5_sample516,34
signer5_sample519,33
signer5_sample520,45
signer5_sample522,44
signer5_sample526,28
signer5_sample542,27
signer5_sample546,5
signer5_sample549,37
signer5_sample554,33
signer5_sample555,44
signer5_sample557,17
signer5_sample558,49
signer5_sample559,3
signer5_sample561,35
signer5_sample562,13
signer5_sample565,12
signer5_sample569,28
signer5_sample571,4
signer5_sample580,37
signer5_sample584,39
signer5_sample589,36
signer5_sample591,28
signer5_sample597,17
signer5_sample607,43
signer5_sample608,38
signer5_sample609,42
signer5_sample615,22
signer5_sample616,40
signer5_sample628,48
signer5_sample629,44
signer5_sample631,3
signer5_sample633,48
signer5_sample635,43
signer5_sample645,6
signer5_sample648,1
signer5_sample651,38
signer5_sample665,49
signer5_sample671,47
signer5_sample677,34
signer7_sample3,40
signer7_sample15,32
signer7_sample26,2
signer7_sample40,17
signer7_sample42,42
signer7_sample43,6
signer7_sample50,22
signer7_sample53,49
signer7_sample59,45
signer7_sample60,29
signer7_sample62,22
signer7_sample64,0
signer7_sample75,29
signer7_sample79,38
signer7_sample80,8
signer7_sample83,29
signer7_sample91,26
signer7_sample94,1
signer7_sample104,34
signer7_sample113,4
signer7_sample116,16
signer7_sample119,3
signer7_sample120,3
signer7_sample121,13
signer7_sample129,37
signer7_sample130,0
signer7_sample133,48
signer7_sample138,34
signer7_sample141,17
signer7_sample145,35
signer7_sample147,31
signer7_sample148,33
signer7_sample152,36
signer7_sample153,34
signer7_sample156,39
signer7_sample161,49
signer7_sample162,4
signer7_sample165,3
signer7_sample166,32
signer7_sample169,13
signer7_sample174,13
signer7_sample177,10
signer7_sample186,47
signer7_sample191,16
signer7_sample192,46
signer7_sample193,45
signer7_sample204,8
signer7_sample213,45
signer7_sample217,36
signer7_sample231,29
signer7_sample233,20
signer7_sample237,11
signer7_sample240,49
signer7_sample248,8
signer7_sample254,40
signer7_sample255,30
signer7_sample256,36
signer7_sample267,2
signer7_sample280,26
signer7_sample285,33
signer7_sample288,48
signer7_sample290,5
signer7_sample293,18
signer7_sample297,11
signer7_sample299,16
signer7_sample300,41
signer7_sample302,45
signer7_sample307,24
signer7_sample309,43
signer7_sample310,40
signer7_sample311,23
signer7_sample312,39
signer7_sample315,26
signer7_sample319,12
signer7_sample321,14
signer7_sample329,49
signer7_sample331,38
signer7_sample335,7
signer7_sample343,11
signer7_sample346,8
signer7_sample348,13
signer7_sample351,30
signer7_sample352,28
signer7_sample354,17
signer7_sample355,24
signer7_sample363,9
signer7_sample368,40
signer7_sample372,30
signer7_sample375,39
signer7_sample379,44
signer7_sample383,24
signer7_sample385,37
signer7_sample386,10
signer7_sample391,40
signer7_sample406,26
signer7_sample411,33
signer7_sample413,7
signer7_sample417,27
signer7_sample422,28
signer7_sample425,20
signer7_sample427,39
signer7_sample429,32
signer7_sample436,29
signer7_sample438,19
signer7_sample441,43
signer7_sample444,43
signer7_sample445,28
signer7_sample456,19
signer7_sample458,18
signer7_sample459,43
signer7_sample462,39
signer7_sample465,10
signer7_sample466,37
signer7_sample476,26
signer7_sample481,45
signer7_sample485,40
signer7_sample490,25
signer7_sample491,25
signer7_sample493,6
signer7_sample499,42
signer7_sample501,31
signer7_sample502,31
signer7_sample503,30
signer7_sample504,21
signer7_sample505,25
signer7_sample513,42
signer7_sample516,17
signer7_sample526,19
signer7_sample533,45
signer7_sample536,47
signer7_sample541,41
signer7_sample542,36
signer7_sample543,0
signer7_sample545,21
signer7_sample547,47
signer7_sample550,40
signer7_sample554,13
signer7_sample558,19
signer7_sample561,24
signer7_sample563,25
signer7_sample573,4
signer7_sample574,17
signer7_sample576,15
signer7_sample577,4
signer7_sample584,20
signer7_sample587,22
signer7_sample600,20
signer7_sample606,47
signer7_sample619,5
signer7_sample621,26
signer7_sample624,5
signer7_sample625,31
signer7_sample626,14
signer7_sample628,34
signer7_sample631,22
signer7_sample639,2
signer7_sample644,49
signer7_sample647,25
signer7_sample648,4
signer7_sample653,38
signer7_sample660,15
signer7_sample667,44
signer7_sample668,39
signer7_sample671,2
signer7_sample674,15
signer7_sample675,1
signer7_sample676,11
signer7_sample679,24
signer7_sample681,5
signer7_sample682,16
signer7_sample684,44
signer7_sample707,4
signer7_sample708,3
signer7_sample723,12
signer7_sample725,35
signer7_sample726,46
signer7_sample729,31
signer7_sample730,44
signer7_sample734,23
signer7_sample735,44
signer7_sample737,41
signer7_sample738,12
signer7_sample757,11
signer7_sample760,27
signer7_sample761,5
signer7_sample772,30
signer7_sample783,7
signer7_sample785,26
signer7_sample789,10
signer7_sample790,22
signer7_sample796,9
signer7_sample799,2
signer7_sample801,34
signer7_sample804,8
signer7_sample805,39
signer7_sample808,28
signer7_sample812,37
signer7_sample831,48
signer7_sample839,42
signer7_sample844,29
signer7_sample845,7
signer7_sample856,42
signer7_sample868,7
signer7_sample871,43
signer7_sample890,22
signer7_sample897,28
signer7_sample903,39
signer7_sample905,20
signer7_sample914,20
signer7_sample918,37
signer7_sample919,41
signer7_sample920,35
signer7_sample921,49
signer7_sample924,18
signer7_sample926,5
signer7_sample928,27
signer7_sample930,17
signer7_sample935,8
signer7_sample936,38
signer7_sample941,39
signer7_sample944,41
signer7_sample947,4
signer7_sample950,48
signer7_sample955,48
signer7_sample956,32
signer7_sample957,35
signer7_sample960,21
signer7_sample965,49
signer7_sample968,0
signer7_sample971,45
signer7_sample975,43
signer7_sample981,45
signer7_sample987,48
signer7_sample989,42
signer7_sample999,6
signer7_sample1000,4
signer7_sample1003,19
signer7_sample1004,48
signer7_sample1007,43
signer7_sample1008,38
signer7_sample1012,0
signer7_sample1018,14
signer7_sample1027,21
signer7_sample1030,37
signer7_sample1032,49
signer7_sample1033,40
signer7_sample1034,5
signer7_sample1036,28
signer7_sample1037,44
signer7_sample1039,29
signer7_sample1041,22
signer7_sample1052,32
signer7_sample1056,14
signer7_sample1060,20
signer7_sample1061,49
signer7_sample1065,3
signer7_sample1067,20
signer7_sample1083,29
signer7_sample1086,18
signer7_sample1088,38
signer7_sample1089,20
signer7_sample1090,8
signer7_sample1099,48
signer7_sample1107,21
signer7_sample1112,24
signer7_sample1115,12
signer7_sample1117,11
signer7_sample1126,10
signer7_sample1130,37
signer7_sample1131,6
signer7_sample1136,15
signer7_sample1140,7
signer7_sample1141,47
signer7_sample1145,38
signer7_sample1148,23
signer7_sample1152,15
signer7_sample1153,8
signer7_sample1157,41
signer7_sample1163,48
signer7_sample1164,43
signer7_sample1170,11
signer7_sample1176,41
signer7_sample1177,16
signer7_sample1183,45
signer7_sample1186,6
signer7_sample1191,10
signer7_sample1192,38
signer7_sample1201,40
signer7_sample1207,23
signer7_sample1209,11
signer7_sample1214,17
signer7_sample1217,20
signer7_sample1220,9
signer7_sample1232,38
signer7_sample1242,5
signer7_sample1249,15
signer7_sample1253,19
signer7_sample1255,35
signer7_sample1259,30
signer7_sample1263,36
signer7_sample1268,27
signer7_sample1269,25
signer7_sample1283,49
signer7_sample1287,21
signer7_sample1302,9
signer7_sample1303,45
signer7_sample1306,25
signer7_sample1314,28
signer7_sample1318,4
signer7_sample1325,24
signer7_sample1329,31
signer7_sample1347,0
signer7_sample1350,32
signer7_sample1352,4
signer7_sample1358,12
signer7_sample1364,2
signer7_sample1375,43
signer7_sample1380,35
signer7_sample1386,12
signer7_sample1397,13
signer7_sample1401,47
signer7_sample1403,7
signer7_sample1406,46
signer7_sample1409,1
signer7_sample1416,33
signer7_sample1419,18
